Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Dublin Hill, Thurles, Ireland",03/27/2020 00:00:00,5.1,5.1,5.1,,,0,,,2.4,354,4.1,4.3,0,89.04,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:05:00,4.9,4.9,4.9,,,0,,,1.6,349,4,,,88.33,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:10:00,4.7,4.7,4.7,,,0,,,1.7,355,4.6,,,88.37,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:15:00,4.7,4.7,4.7,,,0,,,2.1,9,3.3,,,88.42,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:20:00,4.7,4.7,4.7,3.3,,0,,,3.8,7,3.8,,,88.36,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:25:00,4.6,4.6,4.6,3,,0,,,4.4,14,4.5,,,89.22,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:30:00,4.7,4.7,4.7,3,,0,,,4.3,5,6.2,,,87.79,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:35:00,4.6,4.6,4.6,2.9,,0,,,4.6,8,6.6,,,88.77,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:40:00,4.5,4.5,4.5,2.9,,0,,,4.3,1,5.2,,,89.2,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:45:00,4.5,4.5,4.5,3.3,,0,,,3.6,347,5.6,,,89.8,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:50:00,4.5,4.5,4.5,,,0,,,2.4,348,6.1,,,89.94,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 00:55:00,4.4,4.4,4.4,3.1,,0,,,3.6,340,6.2,,,89.55,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:00:00,4.4,4.4,4.4,,,0,,,2.6,4,6.2,3.7,0,90.43,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:05:00,4.2,4.2,4.2,2.4,,0,,,4.5,342,6.1,,,89.77,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:10:00,4.2,4.2,4.2,2.5,,0,,,4.4,340,6.4,,,89.84,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:15:00,4.3,4.3,4.3,3,,0,,,3.6,340,6.3,,,89.91,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:20:00,4.3,4.3,4.3,2.8,,0,,,4,335,6.2,,,89.91,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:25:00,4.3,4.3,4.3,2.8,,0,,,3.9,332,6.2,,,89.77,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:30:00,4.1,4.1,4.1,3,,0,,,3.3,324,4.2,,,88.47,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:35:00,4,4,4,2.6,,0,,,3.6,332,4.8,,,90.59,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:40:00,3.9,3.9,3.9,2.5,,0,,,3.7,335,5.9,,,90.95,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:45:00,3.9,3.9,3.9,2.7,,0,,,3.4,335,6.2,,,90.95,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:50:00,4.2,4.2,4.2,2.8,,0,,,3.8,328,6.2,,,91.33,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 01:55:00,4.2,4.2,4.2,2.5,,0,,,4.4,329,6.1,,,91.33,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:00:00,4.1,4.1,4.1,2.4,,0,,,4.4,348,6.5,5.6,0,91.41,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:05:00,4,4,4,,,0,,,2,338,6.8,,,91.18,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:10:00,4.1,4.1,4.1,2.9,,0,,,3.3,348,7.1,,,91.24,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:15:00,4.1,4.1,4.1,2.8,,0,,,3.7,343,6.5,,,91.47,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:20:00,4.1,4.1,4.1,3,,0,,,3.3,344,6.4,,,91.61,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:25:00,4.1,4.1,4.1,2.9,,0,,,3.5,346,6.3,,,91.61,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:30:00,4.3,4.3,4.3,3.1,,0,,,3.5,344,6.4,,,90.55,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:35:00,4.1,4.1,4.1,2.4,,0,,,4.3,349,7,,,91.96,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:40:00,4.1,4.1,4.1,2.6,,0,,,4.1,343,7,,,92,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:45:00,4.1,4.1,4.1,2.6,,0,,,4.1,350,6.7,,,92,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:50:00,4.3,4.3,4.3,2.8,,0,,,4,347,6.4,,,92.47,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 02:55:00,4.3,4.3,4.3,3.1,,0,,,3.5,338,6.5,,,92.24,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:00:00,4.3,4.3,4.3,2.7,,0,,,4.2,6,7,6.8,90,92.33,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 03:05:00,4.5,4.5,4.5,2.9,,0,,,4.4,6,7.6,,,92.61,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:10:00,4.5,4.5,4.5,3,,0,,,4,34,9.5,,,92.61,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:15:00,4.5,4.5,4.5,2.8,,0,,,4.4,32,9.4,,,92.35,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:20:00,4.4,4.4,4.4,2.7,,0,,,4.4,35,8.7,,,92.53,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:25:00,4.4,4.4,4.4,2.6,,0,,,4.6,24,8.8,,,92.53,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:30:00,4.6,4.6,4.6,3.1,,0,,,4.1,18,8,,,91.48,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:35:00,4.4,4.4,4.4,2.6,,0,,,4.7,21,8.2,,,92.2,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:40:00,4.6,4.6,4.6,2.9,,0,,,4.4,20,8.2,,,92.46,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:45:00,4.6,4.6,4.6,2.9,,0,,,4.5,28,7.6,,,92.58,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:50:00,4.5,4.5,4.5,2.9,,0,,,4.2,28,8.6,,,92.57,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 03:55:00,4.5,4.5,4.5,2.9,,0,,,4.2,21,8.6,,,92.57,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:00:00,4.1,4.1,4.1,2.4,,0,,,4.4,23,8.2,8.1,60,92.93,Partially cloudy
"Dublin Hill, Thurles, Ireland",03/27/2020 04:05:00,4.6,4.6,4.6,2.6,,0,,,5.2,24,8.3,,,93.18,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:10:00,4.6,4.6,4.6,2.6,,0,,,5.1,28,9.2,,,93.32,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:15:00,4.7,4.7,4.7,2.5,,0,,,5.5,20,9.9,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:20:00,4.7,4.7,4.7,2.3,,0,,,6.3,29,10.4,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:25:00,4.7,4.7,4.7,2.3,,0,,,6.1,16,10.5,,,93.4,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:30:00,4.7,4.7,4.7,2.6,,0,,,5.5,19,9.8,,,92.89,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:35:00,4.8,4.8,4.8,2.6,,0,,,6,30,9.7,,,93.05,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:40:00,4.8,4.8,4.8,2.9,,0,,,5,37,9.7,,,93.05,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:45:00,4.8,4.8,4.8,3,,0,,,4.8,24,10.1,,,93.17,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:50:00,4.8,4.8,4.8,2.7,,0,,,5.6,27,9.9,,,93.17,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 04:55:00,4.9,4.9,4.9,3,,0,,,5.1,21,9.9,,,93.17,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:00:00,4.4,4.4,4.4,3,,0,,,3.7,29,10,7.5,90,93.87,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 05:05:00,4.9,4.9,4.9,2.9,,0,,,5.4,30,9.5,,,93.31,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:10:00,4.9,4.9,4.9,3,,0,,,5.1,27,10,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:15:00,4.9,4.9,4.9,2.6,,0,,,6.1,26,10.6,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:20:00,4.9,4.9,4.9,2.9,,0,,,5.4,25,9.8,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:25:00,4.9,4.9,4.9,2.9,,0,,,5.1,27,10,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:30:00,4.9,4.9,4.9,2.9,,0,,,5.2,17,10.1,,,92.68,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:35:00,4.9,4.9,4.9,3.1,,0,,,4.8,29,10.2,,,92.72,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:40:00,4.8,4.8,4.8,2.5,,0,,,5.9,32,10.4,,,92.71,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:45:00,4.8,4.8,4.8,2.2,,0,,,6.6,31,10.6,,,92.71,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:50:00,4.8,4.8,4.8,2.8,,0,,,5,29,10.4,,,92.71,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 05:55:00,4.8,4.8,4.8,3,,0,,,4.6,30,10.2,,,92.65,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:00:00,4.5,4.5,4.5,3.3,,0,,,3.5,348,9.3,6.8,100,93.28,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 06:05:00,4.6,4.6,4.6,3.2,,0,,,4,26,8.2,,,92.81,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:10:00,4.6,4.6,4.6,3,,0,,,4.5,18,8.3,,,92.81,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:15:00,4.8,4.8,4.8,3.8,,0,,,3.2,32,8.3,,,92.74,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:20:00,4.8,4.8,4.8,3.4,,0,,,3.8,24,9.5,,,93.11,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:25:00,4.8,4.8,4.8,2.8,,0,,,5.2,16,9.8,,,93.11,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:30:00,4.8,4.8,4.8,3,,0,,,4.7,30,8.6,,,93.17,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:35:00,4.7,4.7,4.7,2.6,,0,,,5.5,37,8.4,,,93.18,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:40:00,4.7,4.7,4.7,2.7,,0,,,5.1,24,8,,,93.18,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:45:00,4.7,4.7,4.7,3.1,,0,,,4.2,28,7.8,,,92.81,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:50:00,4.7,4.7,4.7,3.4,,0,,,3.6,21,9.1,,,92.81,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 06:55:00,4.7,4.7,4.7,3.2,,0,,,4,2,9.2,,,93.18,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:00:00,4.6,4.6,4.6,3.1,,0,,,4.1,7,7.9,8.7,100,93.89,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 07:05:00,4.8,4.8,4.8,3.1,,0,,,4.5,12,7.9,,,92.92,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:10:00,4.9,4.9,4.9,2.9,,0,,,5.4,24,10.1,,,92.93,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:15:00,4.9,4.9,4.9,3,,0,,,5.2,35,9.8,,,93.3,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:20:00,5,5,5,2.7,,0,,,6,27,9.2,,,93.23,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:25:00,5.1,5.1,5.1,3,,0,,,5.6,35,9.2,,,93.06,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:30:00,5.2,5.2,5.2,3.1,,0,,,5.6,23,8.7,,,93.58,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:35:00,5.3,5.3,5.3,3.8,,0,,,4.2,25,9.5,,,93.25,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:40:00,5.5,5.5,5.5,3.8,,0,,,4.7,18,9.3,,,93.26,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:45:00,5.5,5.5,5.5,4.3,,0,,,3.9,8,9.6,,,92.82,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:50:00,5.7,5.7,5.7,4.2,,0,,,4.5,20,10,,,92.83,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 07:55:00,5.7,5.7,5.7,4,,0,,,4.8,19,10.6,,,93.37,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:00:00,5.5,5.5,5.5,3.6,,0,,,5.3,10,10.7,10.6,100,93.45,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 08:05:00,5.6,5.6,5.6,4,,0,,,4.7,2,11,,,92.95,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:10:00,5.6,5.6,5.6,3.3,,0,,,6.4,32,11.2,,,92.87,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:15:00,5.7,5.7,5.7,3.7,,0,,,5.7,23,10.3,,,92.88,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:20:00,5.7,5.7,5.7,3.4,,0,,,6.5,22,10.8,,,92.95,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:25:00,5.7,5.7,5.7,3.9,,0,,,5.4,22,10.9,,,92.95,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:30:00,6,6,6,4.1,,0,,,5.8,12,11,,,93.13,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:35:00,6.3,6.3,6.3,4.3,,0,,,6.2,21,11.4,,,92.09,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:40:00,6.3,6.3,6.3,4.3,,0,,,6.1,16,11,,,92.09,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:45:00,6.5,6.5,6.5,4.3,,0,,,6.5,31,11,,,92.1,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:50:00,6.5,6.5,6.5,4.7,,0,,,5.7,38,10.7,,,91.51,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 08:55:00,6.5,6.5,6.5,4.8,,0,,,5.2,18,10.3,,,91.78,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 09:00:00,6.7,6.7,6.7,4.3,,0,,,7.9,32,11.4,3.7,100,91.86,Overcast
"Dublin Hill, Thurles, Ireland",03/27/2020 09:05:00,6.9,6.9,6.9,4.5,,0,,,7.8,36,11.3,,,90.94,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 09:10:00,6.9,6.9,6.9,4.7,,0,,,7,18,11.3,,,90.94,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 09:15:00,7.1,7.1,7.1,4.9,,0,,,7.1,17,11.1,,,90.77,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 09:20:00,7.3,7.3,7.3,5.2,,0,,,7.1,23,11.1,,,90.49,Clear
"Dublin Hill, Thurles, Ireland",03/27/2020 09:25:00,7.8,7.8,7.8,5.6,,0,,,7.3,16,11.5,,,90.42,Clear
