Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Dublin Hill, Thurles, Ireland",06/21/2020 08:45:00,13.5,13.5,13.5,,,0.1,,,10.1,259,17.1,,,87.49,Rain
"Dublin Hill, Thurles, Ireland",06/21/2020 08:50:00,13.5,13.5,13.5,,,0,,,10.8,259,18,,,86.74,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 08:55:00,14,14,14,,,0.15,,,9,273,15.7,,,86.42,Rain
"Dublin Hill, Thurles, Ireland",06/21/2020 09:00:00,13.9,13.9,13.9,,,0,,,11.1,267,18.5,9.3,90,85.43,Overcast
"Dublin Hill, Thurles, Ireland",06/21/2020 09:05:00,14,14,14,,,0.29,,,8.6,285,14.6,,,85.84,Rain
"Dublin Hill, Thurles, Ireland",06/21/2020 09:10:00,13.7,13.7,13.7,,,0,,,9.2,293,16.6,,,84.99,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:15:00,13.9,13.9,13.9,,,0,,,8.8,310,12.8,,,85.74,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:20:00,14.3,14.3,14.3,,,0,,,9,290,16.7,,,84.68,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:25:00,14.5,14.5,14.5,,,0,,,8.2,272,19.6,,,84.26,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:30:00,14.5,14.5,14.5,,,0,,,8.4,270,20.1,,,83.18,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:35:00,14.5,14.5,14.5,,,0,,,11.3,268,17.1,,,82.75,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:40:00,14.6,14.6,14.6,,,0,,,12.2,282,18.5,,,81.8,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:45:00,14.6,14.6,14.6,,,0,,,11.1,279,17.6,,,81.55,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:50:00,14.9,14.9,14.9,,,0,,,11.5,274,19.5,,,81.03,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 09:55:00,15.1,15.1,15.1,,,0,,,10.6,277,16.6,,,80.56,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:00:00,14.6,14.6,14.6,,,0,,,13.1,253,22,9.3,90,80.23,Overcast
"Dublin Hill, Thurles, Ireland",06/21/2020 10:05:00,14.5,14.5,14.5,,,0,,,10.3,273,17.5,,,81.09,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:10:00,14.4,14.4,14.4,,,0,,,11.9,267,20,,,80.33,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:15:00,14.9,14.9,14.9,,,0,,,10.8,273,15.4,,,79.91,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:20:00,15,15,15,,,0,,,9.9,299,17.2,,,79.69,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:25:00,15,15,15,,,0,,,9.3,306,15.4,,,80.17,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:30:00,15.3,15.3,15.3,,,0.05,,,7.8,302,18.3,,,77.42,Rain
"Dublin Hill, Thurles, Ireland",06/21/2020 10:35:00,14.9,14.9,14.9,,,0.29,,,10.5,310,18.1,,,77.85,Rain
"Dublin Hill, Thurles, Ireland",06/21/2020 10:40:00,14.8,14.8,14.8,,,0,,,12.5,281,18.8,,,77.8,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:45:00,14.9,14.9,14.9,,,0,,,10.4,275,17.3,,,77.54,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:50:00,15.2,15.2,15.2,,,0,,,12.2,276,18.7,,,76.91,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 10:55:00,15,15,15,,,0,,,10.5,277,15.8,,,77.83,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:00:00,15,15,15,,,0,,,13.3,263,19.9,9.3,80,75.63,Overcast
"Dublin Hill, Thurles, Ireland",06/21/2020 11:05:00,14.8,14.8,14.8,,,0,,,10.2,270,15.4,,,78.62,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:10:00,15,15,15,,,0,,,11.4,266,18.1,,,76.48,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:15:00,15.2,15.2,15.2,,,0,,,11.9,264,16.9,,,75.54,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:20:00,15.6,15.6,15.6,,,0,,,11.3,296,20,,,74.65,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:25:00,15.5,15.5,15.5,,,0,,,10.4,321,18.3,,,75.95,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:30:00,16,16,16,,,0,,,11.1,303,22,,,72.86,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:35:00,15.7,15.7,15.7,,,0,,,12.1,318,17.2,,,73.14,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:40:00,15.9,15.9,15.9,,,0,,,14,290,20.6,,,69.2,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:45:00,16.2,16.2,16.2,,,0,,,15.5,275,20.4,,,68.55,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:50:00,16,16,16,,,0,,,14.1,263,22.1,,,68.77,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 11:55:00,16.2,16.2,16.2,,,0,,,13.1,292,18.8,,,70.19,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:00:00,16.2,16.2,16.2,,,0,,,14.1,280,23.8,13,30,66.6,Partially cloudy
"Dublin Hill, Thurles, Ireland",06/21/2020 12:05:00,16.1,16.1,16.1,,,0,,,12.2,318,19.7,,,70.01,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:10:00,16.2,16.2,16.2,,,0,,,13.7,298,23,,,65.67,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:15:00,15.9,15.9,15.9,,,0,,,13.8,307,24,,,67.06,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:20:00,15.4,15.4,15.4,,,0,,,13.6,289,25.1,,,68.55,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:25:00,14.5,14.5,14.5,,,0,,,12.9,290,20.1,,,76.84,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:30:00,15.6,15.6,15.6,,,0,,,12.1,282,21,,,67.58,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:35:00,14.8,14.8,14.8,,,0,,,10.7,285,15,,,74.79,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:40:00,15.9,15.9,15.9,,,0,,,12.2,300,21.3,,,66.91,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:45:00,16,16,16,,,0,,,11.2,299,19.7,,,66.68,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:50:00,15.9,15.9,15.9,,,0,,,12.7,304,22,,,66.07,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 12:55:00,15.7,15.7,15.7,,,0,,,11.1,324,18.5,,,70.32,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:00:00,15.6,15.6,15.6,,,0.43,,,14.3,289,24,11.2,80,66.5,"Rain, Overcast"
"Dublin Hill, Thurles, Ireland",06/21/2020 13:05:00,14.9,14.9,14.9,,,0,,,11.6,289,20.4,,,73.15,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:10:00,14.7,14.7,14.7,,,0,,,13.6,272,24.6,,,70.18,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:15:00,15.1,15.1,15.1,,,0,,,12.2,282,23.7,,,71.34,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:20:00,15.3,15.3,15.3,,,0,,,12,281,21,,,70.82,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:25:00,15.4,15.4,15.4,,,0,,,9,290,16.6,,,73.05,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:30:00,16,16,16,,,0,,,9.7,280,21.7,,,67.52,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:35:00,16,16,16,,,0,,,9.5,303,17.5,,,70.1,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:40:00,16.3,16.3,16.3,,,0,,,14.1,298,25.1,,,66.13,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:45:00,16,16,16,,,0,,,11.6,303,25.5,,,68.27,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:50:00,15.8,15.8,15.8,,,0,,,11.9,300,27.1,,,69.62,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 13:55:00,16.4,16.4,16.4,,,0,,,11.4,318,21.9,,,68.31,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:00:00,16.1,16.1,16.1,,,0,,,13.1,298,24.3,14.3,30,65.82,Partially cloudy
"Dublin Hill, Thurles, Ireland",06/21/2020 14:05:00,16.8,16.8,16.8,,,0,,,12.2,291,20.5,,,68.85,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:10:00,16.3,16.3,16.3,,,0,,,12.6,307,17.6,,,68.14,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:15:00,16.6,16.6,16.6,,,0,,,9.4,295,17.3,,,68.2,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:20:00,16.7,16.7,16.7,,,0,,,10.9,291,18.8,,,66.94,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:25:00,16.5,16.5,16.5,,,0,,,10.1,323,16.9,,,68.62,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:30:00,16.8,16.8,16.8,,,0,,,9.8,295,19,,,66.9,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:35:00,16.3,16.3,16.3,,,0,,,9.9,324,20.6,,,69.94,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:40:00,16.3,16.3,16.3,,,0,,,9.8,314,21.1,,,65.49,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:45:00,16.2,16.2,16.2,,,0,,,10.1,306,20.9,,,65.56,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:50:00,16.5,16.5,16.5,,,0,,,13.2,300,22,,,64.45,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 14:55:00,16,16,16,,,0,,,12.4,324,22.1,,,67.3,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:00:00,17.2,17.2,17.2,,,0,,,12,302,23.3,18.6,80,62.56,Overcast
"Dublin Hill, Thurles, Ireland",06/21/2020 15:05:00,16.6,16.6,16.6,,,0,,,13.7,323,21.7,,,66.12,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:10:00,16.8,16.8,16.8,,,0,,,15.2,305,19.9,,,64.65,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:15:00,16.7,16.7,16.7,,,0,,,12.8,314,21.8,,,64.54,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:20:00,16.7,16.7,16.7,,,0,,,15.7,300,23.5,,,65.34,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:25:00,16.5,16.5,16.5,,,0,,,15.1,320,23,,,67.05,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:30:00,17.1,17.1,17.1,,,0,,,15.4,304,22.1,,,60.01,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:35:00,16.6,16.6,16.6,,,0,,,12.5,323,19.5,,,63.89,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:40:00,16.8,16.8,16.8,,,0,,,12.2,304,21.9,,,61.1,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:45:00,16.8,16.8,16.8,,,0,,,11.8,318,21.4,,,62.28,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:50:00,16.8,16.8,16.8,,,0,,,13,311,21,,,61.05,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 15:55:00,16.6,16.6,16.6,,,0,,,10.8,316,20.7,,,64.27,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:00:00,17.1,17.1,17.1,,,0,,,14,298,21.2,16.2,10,58.22,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:05:00,16.7,16.7,16.7,,,0,,,13.1,278,20.1,,,66.9,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:10:00,16.9,16.9,16.9,,,0,,,11.5,302,20.2,,,60.95,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:15:00,16.7,16.7,16.7,,,0,,,11.3,320,21.8,,,61.34,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:20:00,17.1,17.1,17.1,,,0,,,12.7,308,20.2,,,60.41,Clear
"Dublin Hill, Thurles, Ireland",06/21/2020 16:25:00,16.8,16.8,16.8,,,0,,,12.1,315,19.4,,,62.09,Clear
